day,high_temp,low_temp,humidity,wind_speed,precip,rat_sightings
2018-01-01,19.0,8.0,67.0,22.0,0.0,15
2018-01-02,26.0,14.0,59.0,21.0,0.0,36
2018-01-03,30.0,18.0,53.0,16.0,0.0,36
2018-01-04,29.0,20.0,92.0,37.0,0.02,14
2018-01-05,19.0,11.0,56.0,31.0,6.54,18
2018-01-06,14.0,8.0,55.0,32.0,0.0,12
2018-01-07,18.0,6.0,64.0,21.0,0.0,18
2018-01-08,33.0,18.0,69.0,18.0,0.0,50
2018-01-09,43.0,31.0,73.0,21.0,1.29,26
2018-01-10,40.0,28.0,77.0,10.0,0.0,26
2018-01-11,47.0,35.0,96.0,8.0,0.0,45
2018-01-12,60.0,38.0,100.0,20.0,0.01,37
2018-01-13,52.0,20.0,100.0,28.0,0.79,23
2018-01-14,23.0,16.0,59.0,22.0,0.0,27
2018-01-15,29.0,17.0,75.0,18.0,0.0,24
2018-01-16,34.0,25.0,87.0,10.0,0.0,37
2018-01-17,36.0,23.0,96.0,17.0,0.05,25
2018-01-18,33.0,21.0,63.0,20.0,0.12,28
2018-01-19,39.0,26.0,58.0,15.0,0.0,28
2018-01-20,54.0,38.0,52.0,21.0,0.0,26
2018-01-21,52.0,43.0,66.0,9.0,0.0,27
2018-01-22,43.0,37.0,93.0,16.0,0.0,58
2018-01-23,59.0,36.0,100.0,20.0,0.03,38
2018-01-24,45.0,28.0,55.0,24.0,0.28,42
2018-01-25,35.0,24.0,58.0,21.0,0.0,31
2018-01-26,38.0,28.0,61.0,10.0,0.0,41
2018-01-27,56.0,36.0,79.0,17.0,0.0,33
2018-01-28,54.0,42.0,86.0,16.0,0.19,29
2018-01-29,43.0,35.0,86.0,21.0,0.08,43
2018-01-30,37.0,26.0,89.0,28.0,0.06,35
2018-01-31,33.0,19.0,59.0,21.0,0.0,37
2018-02-01,44.0,33.0,86.0,12.0,0.0,44
2018-02-02,39.0,18.0,89.0,32.0,0.23,41
2018-02-03,31.0,17.0,50.0,18.0,0.0,16
2018-02-04,47.0,31.0,97.0,15.0,0.0,21
2018-02-05,41.0,28.0,93.0,30.0,1.01,45
2018-02-06,38.0,28.0,59.0,10.0,0.0,40
2018-02-07,46.0,30.0,96.0,28.0,0.0,28
2018-02-08,34.0,27.0,63.0,22.0,0.85,35
2018-02-09,39.0,28.0,76.0,16.0,0.0,36
2018-02-10,51.0,39.0,97.0,10.0,0.0,13
2018-02-11,58.0,42.0,100.0,15.0,0.82,22
2018-02-12,62.0,34.0,97.0,22.0,0.99,50
2018-02-13,37.0,27.0,67.0,15.0,0.0,48
2018-02-14,53.0,36.0,77.0,15.0,0.01,36
2018-02-15,60.0,46.0,87.0,14.0,0.13,52
2018-02-16,59.0,37.0,94.0,26.0,0.16,42
2018-02-17,39.0,30.0,96.0,16.0,0.05,30
2018-02-18,45.0,33.0,96.0,20.0,0.62,14
2018-02-19,49.0,34.0,100.0,14.0,0.0,39
2018-02-20,69.0,48.0,100.0,18.0,0.03,67
2018-02-21,78.0,50.0,97.0,16.0,0.0,51
2018-02-22,57.0,37.0,86.0,15.0,0.02,30
2018-02-23,44.0,37.0,96.0,15.0,0.11,41
2018-02-24,53.0,43.0,93.0,15.0,0.07,28
2018-02-25,45.0,40.0,93.0,20.0,0.62,32
2018-02-26,52.0,44.0,89.0,15.0,0.22,47
2018-02-27,57.0,40.0,51.0,15.0,0.0,49
2018-02-28,61.0,43.0,57.0,15.0,0.0,61
2018-03-01,58.0,43.0,89.0,15.0,0.0,45
2018-03-02,44.0,36.0,92.0,37.0,1.47,29
2018-03-03,46.0,38.0,68.0,30.0,0.71,16
2018-03-04,44.0,35.0,62.0,26.0,0.0,26
2018-03-05,41.0,35.0,61.0,23.0,0.0,52
2018-03-06,46.0,35.0,70.0,16.0,0.0,60
2018-03-07,39.0,34.0,100.0,30.0,0.1,37
2018-03-08,41.0,34.0,82.0,16.0,0.8,38
2018-03-09,44.0,32.0,69.0,28.0,0.0,36
2018-03-10,41.0,33.0,59.0,20.0,0.0,30
2018-03-11,46.0,34.0,55.0,18.0,0.0,15
2018-03-12,42.0,33.0,86.0,20.0,0.0,47
2018-03-13,41.0,34.0,92.0,24.0,0.21,42
2018-03-14,42.0,33.0,82.0,24.0,0.05,39
2018-03-15,48.0,34.0,65.0,22.0,0.0,40
2018-03-16,39.0,33.0,61.0,30.0,0.0,42
2018-03-17,48.0,29.0,51.0,22.0,0.0,21
2018-03-18,44.0,30.0,52.0,20.0,0.0,22
2018-03-19,47.0,34.0,67.0,14.0,0.0,41
2018-03-20,39.0,31.0,68.0,20.0,0.0,50
2018-03-21,40.0,32.0,89.0,32.0,0.0,35
2018-03-22,51.0,33.0,92.0,20.0,0.64,27
2018-03-23,50.0,37.0,54.0,17.0,0.0,29
2018-03-24,50.0,37.0,52.0,20.0,0.0,20
2018-03-25,43.0,35.0,70.0,21.0,0.0,22
2018-03-26,49.0,34.0,62.0,18.0,0.0,35
2018-03-27,44.0,35.0,67.0,10.0,0.0,44
2018-03-28,52.0,39.0,87.0,12.0,0.04,27
2018-03-29,52.0,46.0,93.0,12.0,0.0,44
2018-03-30,57.0,43.0,97.0,21.0,0.02,44
2018-03-31,56.0,40.0,53.0,23.0,0.04,32
2018-04-01,58.0,44.0,65.0,16.0,0.0,22
2018-04-02,43.0,32.0,97.0,16.0,0.4,56
2018-04-03,43.0,39.0,96.0,14.0,0.15,54
2018-04-04,56.0,41.0,97.0,30.0,0.28,52
2018-04-05,45.0,35.0,43.0,32.0,0.11,44
2018-04-06,62.0,37.0,82.0,21.0,0.0,35
2018-04-07,49.0,39.0,66.0,20.0,0.09,34
2018-04-08,44.0,33.0,50.0,28.0,0.0,37
2018-04-09,48.0,33.0,60.0,16.0,0.0,60
2018-04-10,50.0,40.0,77.0,14.0,0.0,51
2018-04-11,50.0,39.0,63.0,15.0,0.0,46
2018-04-12,60.0,46.0,64.0,16.0,0.0,59
2018-04-13,82.0,58.0,62.0,15.0,0.0,59
2018-04-14,68.0,46.0,77.0,21.0,0.0,25
2018-04-15,46.0,39.0,87.0,28.0,0.0,27
2018-04-16,61.0,39.0,93.0,29.0,1.24,49
2018-04-17,47.0,42.0,71.0,21.0,1.62,60
2018-04-18,54.0,39.0,55.0,17.0,0.0,54
2018-04-19,48.0,40.0,82.0,25.0,0.07,57
2018-04-20,50.0,38.0,57.0,22.0,0.08,34
2018-04-21,62.0,41.0,55.0,16.0,0.0,22
2018-04-22,64.0,47.0,48.0,17.0,0.0,31
2018-04-23,63.0,45.0,80.0,14.0,0.0,61
2018-04-24,65.0,47.0,83.0,17.0,0.0,56
2018-04-25,61.0,50.0,97.0,20.0,0.42,54
2018-04-26,70.0,54.0,93.0,25.0,0.29,67
2018-04-27,57.0,49.0,94.0,15.0,0.0,43
2018-04-28,65.0,51.0,86.0,18.0,0.05,39
2018-04-29,57.0,48.0,86.0,25.0,0.22,42
2018-04-30,51.0,44.0,73.0,24.0,0.0,67
2018-05-01,81.0,50.0,59.0,20.0,0.0,48
2018-05-02,89.0,66.0,32.0,23.0,0.0,65
2018-05-03,93.0,71.0,81.0,21.0,0.0,66
2018-05-04,81.0,69.0,73.0,22.0,0.01,56
2018-05-05,77.0,61.0,56.0,23.0,0.0,28
2018-05-06,68.0,54.0,86.0,15.0,0.0,57
2018-05-07,75.0,55.0,86.0,15.0,0.0,75
2018-05-08,71.0,54.0,77.0,10.0,0.0,69
2018-05-09,74.0,54.0,83.0,12.0,0.0,63
2018-05-10,65.0,56.0,90.0,15.0,0.0,75
2018-05-11,72.0,61.0,90.0,18.0,0.19,69
2018-05-12,63.0,53.0,94.0,14.0,0.06,33
2018-05-13,55.0,53.0,90.0,12.0,0.14,38
2018-05-14,70.0,52.0,93.0,14.0,0.1,76
2018-05-15,90.0,60.0,93.0,45.0,0.0,75
2018-05-16,65.0,55.0,97.0,14.0,0.44,60
2018-05-17,73.0,55.0,100.0,10.0,0.64,83
2018-05-18,67.0,56.0,93.0,20.0,0.02,67
2018-05-19,56.0,51.0,97.0,16.0,0.2,26
2018-05-20,83.0,55.0,100.0,17.0,0.44,52
2018-05-21,78.0,61.0,75.0,14.0,0.0,96
2018-05-22,69.0,56.0,90.0,15.0,0.0,79
2018-05-23,82.0,57.0,94.0,16.0,0.42,67
2018-05-24,85.0,66.0,63.0,15.0,0.0,57
2018-05-25,88.0,68.0,55.0,18.0,0.0,52
2018-05-26,91.0,75.0,69.0,16.0,0.0,34
2018-05-27,82.0,57.0,93.0,25.0,0.12,37
2018-05-28,69.0,56.0,84.0,14.0,0.41,45
2018-05-29,87.0,62.0,87.0,13.0,0.0,85
2018-05-30,76.0,61.0,97.0,14.0,0.0,77
2018-05-31,69.0,62.0,97.0,13.0,0.0,79
2018-06-01,81.0,64.0,97.0,10.0,0.08,69
2018-06-02,87.0,69.0,90.0,18.0,0.02,41
2018-06-03,72.0,54.0,84.0,17.0,0.02,48
2018-06-04,70.0,52.0,94.0,18.0,0.64,75
2018-06-05,76.0,59.0,87.0,17.0,0.0,82
2018-06-06,70.0,60.0,80.0,13.0,0.0,76
2018-06-07,71.0,61.0,84.0,16.0,0.0,72
2018-06-08,82.0,62.0,80.0,16.0,0.0,66
2018-06-09,80.0,69.0,68.0,14.0,0.0,55
2018-06-10,72.0,64.0,70.0,14.0,0.0,56
2018-06-11,73.0,60.0,78.0,17.0,0.01,76
2018-06-12,74.0,60.0,65.0,20.0,0.0,58
2018-06-13,80.0,65.0,87.0,13.0,0.0,75
2018-06-14,85.0,70.0,78.0,21.0,0.03,71
2018-06-15,76.0,65.0,59.0,18.0,0.0,51
2018-06-16,86.0,68.0,61.0,14.0,0.0,30
2018-06-17,90.0,68.0,70.0,15.0,0.0,55
2018-06-18,92.0,74.0,77.0,24.0,0.0,68
2018-06-19,88.0,77.0,79.0,16.0,0.1,66
2018-06-20,83.0,70.0,79.0,13.0,0.0,73
2018-06-21,86.0,66.0,94.0,13.0,1.09,61
2018-06-22,74.0,65.0,84.0,16.0,0.0,49
2018-06-23,66.0,63.0,87.0,17.0,0.1,49
2018-06-24,87.0,66.0,93.0,17.0,0.0,45
2018-06-25,81.0,69.0,75.0,18.0,0.01,75
2018-06-26,76.0,64.0,70.0,16.0,0.0,82
2018-06-27,75.0,68.0,87.0,20.0,0.0,73
2018-06-28,86.0,71.0,91.0,17.0,0.52,59
2018-06-29,91.0,72.0,78.0,16.0,1.03,77
2018-06-30,95.0,74.0,62.0,12.0,0.0,36
2018-07-01,96.0,79.0,66.0,12.0,0.0,43
2018-07-02,94.0,78.0,79.0,18.0,0.0,50
2018-07-03,91.0,79.0,85.0,14.0,0.0,52
2018-07-04,89.0,78.0,84.0,15.0,0.01,28
2018-07-05,90.0,78.0,82.0,20.0,0.0,88
2018-07-06,83.0,73.0,85.0,20.0,0.05,66
2018-07-07,77.0,64.0,56.0,20.0,0.04,32
2018-07-08,82.0,67.0,63.0,12.0,0.0,40
2018-07-09,89.0,70.0,57.0,17.0,0.0,75
2018-07-10,95.0,74.0,62.0,14.0,0.0,69
2018-07-11,86.0,76.0,64.0,14.0,0.0,43
2018-07-12,85.0,68.0,84.0,16.0,0.59,73
2018-07-13,84.0,71.0,73.0,15.0,0.0,66
2018-07-14,90.0,74.0,60.0,15.0,0.0,58
2018-07-15,86.0,72.0,87.0,22.0,0.99,40
2018-07-16,92.0,78.0,74.0,20.0,0.04,78
2018-07-17,88.0,73.0,88.0,17.0,0.0,80
2018-07-18,85.0,71.0,81.0,17.0,1.6,78
2018-07-19,83.0,69.0,66.0,13.0,0.0,65
2018-07-20,82.0,70.0,87.0,14.0,0.0,67
2018-07-21,77.0,67.0,90.0,21.0,0.0,50
2018-07-22,82.0,72.0,91.0,28.0,0.67,46
2018-07-23,86.0,76.0,88.0,26.0,0.4,56
2018-07-24,86.0,77.0,88.0,24.0,0.07,74
2018-07-25,80.0,74.0,89.0,21.0,0.6,56
2018-07-26,88.0,75.0,87.0,13.0,0.16,57
2018-07-27,89.0,73.0,82.0,15.0,0.0,53
2018-07-28,89.0,72.0,91.0,13.0,0.06,40
2018-07-29,84.0,73.0,71.0,14.0,0.0,47
2018-07-30,81.0,73.0,79.0,14.0,0.0,75
2018-07-31,82.0,71.0,81.0,12.0,0.0,82
2018-08-01,91.0,75.0,90.0,17.0,0.04,61
2018-08-02,89.0,79.0,79.0,18.0,0.0,74
2018-08-03,87.0,76.0,85.0,21.0,0.21,57
2018-08-04,88.0,73.0,94.0,13.0,0.19,49
2018-08-05,94.0,78.0,71.0,10.0,1.34,44
2018-08-06,95.0,81.0,67.0,14.0,0.0,82
2018-08-07,91.0,76.0,85.0,18.0,0.0,64
2018-08-08,91.0,77.0,84.0,15.0,0.0,64
2018-08-09,89.0,75.0,90.0,26.0,0.57,60
2018-08-10,90.0,76.0,67.0,14.0,0.0,64
2018-08-11,83.0,72.0,94.0,20.0,0.0,28
2018-08-12,83.0,73.0,94.0,14.0,1.47,38
2018-08-13,76.0,72.0,93.0,18.0,0.0,75
2018-08-14,87.0,73.0,93.0,14.0,0.61,90
2018-08-15,90.0,73.0,76.0,15.0,0.58,64
2018-08-16,92.0,79.0,72.0,14.0,0.0,58
2018-08-17,90.0,76.0,85.0,30.0,0.0,55
2018-08-18,89.0,73.0,91.0,20.0,0.65,34
2018-08-19,74.0,70.0,84.0,23.0,0.02,34
2018-08-20,76.0,69.0,81.0,17.0,0.13,89
2018-08-21,80.0,68.0,82.0,14.0,0.0,78
2018-08-22,86.0,73.0,94.0,17.0,0.35,88
2018-08-23,80.0,68.0,71.0,16.0,0.0,73
2018-08-24,84.0,70.0,60.0,16.0,0.0,61
2018-08-25,81.0,73.0,68.0,13.0,0.0,38
2018-08-26,85.0,72.0,71.0,17.0,0.0,41
2018-08-27,91.0,77.0,74.0,12.0,0.0,85
2018-08-28,97.0,81.0,77.0,17.0,0.0,63
2018-08-29,97.0,84.0,69.0,18.0,0.0,64
2018-08-30,90.0,80.0,72.0,15.0,0.0,78
2018-08-31,79.0,73.0,69.0,17.0,0.0,57
2018-09-01,78.0,70.0,76.0,14.0,0.02,28
2018-09-02,82.0,71.0,78.0,14.0,0.0,38
2018-09-03,92.0,77.0,82.0,15.0,0.0,51
2018-09-04,92.0,80.0,69.0,12.0,0.0,71
2018-09-05,90.0,79.0,79.0,15.0,0.0,63
2018-09-06,96.0,77.0,84.0,15.0,0.0,82
2018-09-07,77.0,72.0,89.0,17.0,0.22,59
2018-09-08,72.0,63.0,78.0,16.0,0.0,40
2018-09-09,65.0,59.0,83.0,23.0,0.03,35
2018-09-10,67.0,57.0,94.0,22.0,0.6,52
2018-09-11,75.0,64.0,93.0,15.0,0.61,56
2018-09-12,77.0,72.0,97.0,12.0,0.05,64
2018-09-13,76.0,70.0,93.0,15.0,0.23,79
2018-09-14,75.0,70.0,87.0,16.0,0.0,72
2018-09-15,81.0,69.0,90.0,12.0,0.0,41
2018-09-16,85.0,70.0,87.0,12.0,0.0,52
2018-09-17,79.0,71.0,87.0,15.0,0.0,71
2018-09-18,83.0,72.0,91.0,16.0,0.05,82
2018-09-19,82.0,71.0,85.0,10.0,1.98,78
2018-09-20,73.0,66.0,78.0,13.0,0.0,67
2018-09-21,74.0,69.0,76.0,20.0,0.0,62
2018-09-22,76.0,64.0,76.0,16.0,0.0,35
2018-09-23,67.0,62.0,75.0,14.0,0.0,40
2018-09-24,71.0,60.0,77.0,20.0,0.0,57
2018-09-25,76.0,60.0,91.0,24.0,0.19,57
2018-09-26,83.0,73.0,94.0,18.0,0.95,80
2018-09-27,74.0,63.0,79.0,16.0,0.14,51
2018-09-28,65.0,58.0,94.0,22.0,0.82,58
2018-09-29,75.0,60.0,86.0,13.0,0.02,34
2018-09-30,72.0,58.0,72.0,13.0,0.0,35
2018-10-01,78.0,65.0,84.0,14.0,0.0,72
2018-10-02,78.0,66.0,94.0,17.0,0.0,61
2018-10-03,77.0,67.0,87.0,14.0,0.56,61
2018-10-04,78.0,64.0,84.0,13.0,0.0,65
2018-10-05,73.0,61.0,78.0,17.0,0.04,57
2018-10-06,69.0,64.0,87.0,12.0,0.0,32
2018-10-07,81.0,70.0,87.0,10.0,0.0,39
2018-10-08,73.0,65.0,93.0,14.0,0.0,71
2018-10-09,77.0,67.0,93.0,13.0,0.0,71
2018-10-10,82.0,71.0,87.0,14.0,0.0,89
2018-10-11,80.0,72.0,94.0,17.0,0.0,53
2018-10-12,72.0,54.0,88.0,25.0,1.15,60
2018-10-13,58.0,49.0,74.0,16.0,0.02,29
2018-10-14,60.0,52.0,62.0,10.0,0.03,35
2018-10-15,70.0,55.0,88.0,23.0,0.02,72
2018-10-16,63.0,49.0,75.0,26.0,0.04,78
2018-10-17,63.0,50.0,59.0,23.0,0.0,58
2018-10-18,52.0,44.0,52.0,23.0,0.0,67
2018-10-19,62.0,47.0,56.0,20.0,0.0,60
2018-10-20,65.0,55.0,83.0,20.0,0.07,49
2018-10-21,54.0,43.0,77.0,29.0,0.0,47
2018-10-22,58.0,43.0,63.0,14.0,0.0,63
2018-10-23,76.0,47.0,77.0,20.0,0.0,69
2018-10-24,55.0,47.0,66.0,26.0,0.0,50
2018-10-25,52.0,43.0,63.0,21.0,0.0,48
2018-10-26,50.0,42.0,64.0,15.0,0.0,31
2018-10-27,52.0,45.0,93.0,37.0,0.66,20
2018-10-28,54.0,47.0,93.0,15.0,0.36,36
2018-10-29,57.0,49.0,83.0,18.0,0.07,53
2018-10-30,57.0,45.0,65.0,22.0,0.0,43
2018-10-31,64.0,47.0,72.0,17.0,0.0,49
2018-11-01,70.0,58.0,84.0,10.0,0.0,46
2018-11-02,68.0,63.0,94.0,22.0,0.0,54
2018-11-03,66.0,52.0,94.0,30.0,0.33,30
2018-11-04,56.0,47.0,66.0,14.0,0.0,28
2018-11-05,55.0,49.0,93.0,23.0,0.0,44
2018-11-06,61.0,50.0,96.0,15.0,0.36,45
2018-11-07,64.0,53.0,84.0,17.0,0.82,50
2018-11-08,57.0,46.0,54.0,15.0,0.0,55
2018-11-09,54.0,43.0,89.0,21.0,0.0,45
2018-11-10,50.0,38.0,93.0,30.0,0.74,17
2018-11-11,47.0,36.0,59.0,16.0,0.0,25
2018-11-12,49.0,39.0,80.0,8.0,0.0,51
2018-11-13,54.0,44.0,96.0,22.0,0.72,31
2018-11-14,43.0,33.0,53.0,25.0,0.43,47
2018-11-15,40.0,30.0,100.0,31.0,0.0,26
2018-11-16,46.0,37.0,97.0,30.0,1.23,26
2018-11-17,48.0,40.0,65.0,17.0,0.04,20
2018-11-18,44.0,40.0,70.0,13.0,0.0,29
2018-11-19,51.0,41.0,87.0,10.0,0.0,43
2018-11-20,47.0,41.0,86.0,20.0,0.0,40
2018-11-21,45.0,29.0,79.0,28.0,0.0,26
2018-11-22,29.0,19.0,55.0,24.0,0.0,6
2018-11-23,32.0,17.0,56.0,13.0,0.0,24
2018-11-24,49.0,32.0,97.0,28.0,0.0,21
2018-11-25,54.0,46.0,93.0,26.0,1.53,27
2018-11-26,53.0,44.0,93.0,28.0,0.0,36
2018-11-27,47.0,38.0,90.0,24.0,0.88,48
2018-11-28,42.0,38.0,60.0,26.0,0.0,41
2018-11-29,46.0,40.0,60.0,29.0,0.0,42
2018-11-30,43.0,39.0,79.0,10.0,0.0,27
2018-12-01,45.0,38.0,89.0,10.0,0.01,33
2018-12-02,57.0,43.0,97.0,16.0,0.43,25
2018-12-03,56.0,46.0,93.0,20.0,0.41,49
2018-12-04,43.0,32.0,60.0,23.0,0.0,35
2018-12-05,38.0,29.0,61.0,15.0,0.0,35
2018-12-06,40.0,32.0,64.0,21.0,0.0,35
2018-12-07,40.0,29.0,59.0,21.0,0.0,31
2018-12-08,36.0,26.0,56.0,15.0,0.0,18
2018-12-09,36.0,30.0,57.0,14.0,0.0,24
2018-12-10,40.0,30.0,64.0,15.0,0.0,46
2018-12-11,40.0,30.0,68.0,17.0,0.0,32
2018-12-12,40.0,34.0,64.0,17.0,0.0,48
2018-12-13,42.0,33.0,89.0,17.0,0.0,24
2018-12-14,52.0,39.0,94.0,16.0,0.07,39
2018-12-15,50.0,46.0,100.0,20.0,0.23,29
2018-12-16,45.0,37.0,93.0,29.0,0.32,23
2018-12-17,46.0,38.0,89.0,29.0,0.98,31
2018-12-18,40.0,29.0,56.0,33.0,0.0,26
2018-12-19,42.0,27.0,63.0,15.0,0.0,30
2018-12-20,46.0,37.0,97.0,16.0,0.0,31
2018-12-21,61.0,52.0,100.0,26.0,1.07,29
2018-12-22,52.0,41.0,92.0,30.0,0.86,19
2018-12-23,43.0,37.0,59.0,18.0,0.0,14
2018-12-24,43.0,36.0,93.0,18.0,0.08,25
2018-12-25,40.0,34.0,61.0,17.0,0.01,15
2018-12-26,43.0,33.0,60.0,15.0,0.0,36
2018-12-27,43.0,39.0,68.0,14.0,0.0,36
2018-12-28,58.0,44.0,100.0,18.0,0.18,27
2018-12-29,56.0,40.0,93.0,26.0,0.95,31
