day,high_temp,low_temp,humidity,wind_speed,precip,rat_sightings
2019-12-31,45.0,38.0,89.0,16.0,0.25,27
2020-01-01,40.0,36.0,58.0,23.0,0.01,17
2020-01-02,49.0,34.0,61.0,12.0,0.0,40
2020-01-03,49.0,45.0,90.0,8.0,0.05,41
2020-01-04,49.0,41.0,100.0,22.0,0.32,25
2020-01-05,40.0,36.0,73.0,33.0,0.01,17
2020-01-06,44.0,32.0,88.0,24.0,0.02,44
2020-01-07,43.0,35.0,86.0,15.0,0.0,58
2020-01-08,42.0,29.0,76.0,30.0,0.0,29
2020-01-09,33.0,24.0,54.0,23.0,0.0,20
2020-01-10,53.0,33.0,77.0,14.0,0.0,31
2020-01-11,64.0,50.0,88.0,20.0,0.0,25
2020-01-12,67.0,44.0,94.0,25.0,0.06,29
2020-01-13,44.0,37.0,93.0,13.0,0.0,47
2020-01-14,43.0,39.0,96.0,14.0,0.0,58
2020-01-15,50.0,42.0,96.0,16.0,0.07,31
2020-01-16,50.0,34.0,90.0,30.0,0.1,50
2020-01-17,33.0,21.0,54.0,32.0,0.02,24
2020-01-18,37.0,20.0,97.0,20.0,0.0,19
2020-01-19,43.0,28.0,89.0,30.0,0.0,15
2020-01-20,31.0,21.0,58.0,25.0,0.0,16
2020-01-21,32.0,21.0,60.0,16.0,0.0,36
2020-01-22,38.0,27.0,61.0,7.0,0.0,40
2020-01-23,46.0,31.0,64.0,9.0,0.0,43
2020-01-24,46.0,33.0,85.0,13.0,0.0,51
2020-01-25,51.0,37.0,93.0,30.0,0.0,34
2020-01-26,45.0,39.0,79.0,18.0,0.78,29
2020-01-27,44.0,38.0,65.0,18.0,0.0,42
2020-01-28,41.0,37.0,65.0,23.0,0.0,45
2020-01-29,40.0,31.0,54.0,17.0,0.0,45
2020-01-30,35.0,25.0,64.0,14.0,0.0,31
2020-01-31,43.0,33.0,87.0,9.0,0.0,34
2020-02-01,41.0,37.0,93.0,8.0,0.01,26
2020-02-02,43.0,35.0,87.0,15.0,0.02,26
2020-02-03,56.0,37.0,89.0,14.0,0.05,38
2020-02-04,58.0,40.0,86.0,13.0,0.0,52
2020-02-05,47.0,39.0,82.0,17.0,0.01,40
2020-02-06,40.0,35.0,97.0,18.0,0.5,38
2020-02-07,57.0,33.0,97.0,33.0,0.19,36
2020-02-08,40.0,30.0,75.0,25.0,0.16,18
2020-02-09,42.0,31.0,82.0,15.0,0.0,26
2020-02-10,46.0,42.0,93.0,15.0,0.02,46
2020-02-11,47.0,42.0,97.0,20.0,0.54,32
2020-02-12,45.0,37.0,82.0,25.0,0.13,43
2020-02-13,43.0,36.0,93.0,25.0,0.0,40
2020-02-14,40.0,19.0,65.0,28.0,0.13,29
2020-02-15,30.0,15.0,58.0,15.0,0.0,16
2020-02-16,43.0,30.0,73.0,13.0,0.0,27
2020-02-17,51.0,38.0,62.0,15.0,0.0,37
2020-02-18,45.0,37.0,96.0,16.0,0.0,44
2020-02-19,47.0,33.0,86.0,22.0,0.0,47
2020-02-20,35.0,27.0,50.0,20.0,0.0,40
2020-02-21,36.0,21.0,55.0,16.0,0.0,41
2020-02-22,50.0,32.0,35.0,15.0,0.0,19
2020-02-23,55.0,38.0,51.0,14.0,0.0,23
2020-02-24,60.0,41.0,66.0,14.0,0.0,43
2020-02-25,51.0,44.0,93.0,10.0,0.0,54
2020-02-26,48.0,42.0,100.0,17.0,0.14,43
2020-02-27,45.0,32.0,100.0,32.0,0.46,50
2020-02-28,41.0,30.0,47.0,25.0,0.0,29
2020-02-29,35.0,27.0,49.0,24.0,0.0,28
2020-03-01,44.0,26.0,55.0,23.0,0.0,23
2020-03-02,56.0,38.0,73.0,16.0,0.0,36
2020-03-03,58.0,48.0,89.0,26.0,0.01,43
2020-03-04,57.0,46.0,66.0,28.0,0.28,43
2020-03-05,52.0,40.0,71.0,24.0,0.0,47
2020-03-06,45.0,37.0,89.0,20.0,0.0,45
2020-03-07,47.0,37.0,76.0,23.0,0.14,22
2020-03-08,60.0,37.0,41.0,14.0,0.0,38
2020-03-09,72.0,47.0,41.0,17.0,0.0,41
2020-03-10,66.0,55.0,64.0,20.0,0.0,52
2020-03-11,56.0,44.0,66.0,22.0,0.0,54
2020-03-12,48.0,42.0,85.0,13.0,0.0,48
2020-03-13,70.0,43.0,96.0,26.0,0.17,31
2020-03-14,55.0,45.0,40.0,24.0,0.12,14
2020-03-15,53.0,42.0,51.0,13.0,0.0,18
2020-03-16,43.0,34.0,67.0,18.0,0.0,26
2020-03-17,55.0,41.0,89.0,12.0,0.08,24
2020-03-18,53.0,44.0,52.0,18.0,0.07,40
2020-03-19,52.0,42.0,89.0,18.0,1.0,33
2020-03-20,77.0,47.0,93.0,21.0,0.02,25
2020-03-21,67.0,42.0,55.0,21.0,0.0,22
2020-03-22,43.0,35.0,55.0,17.0,0.0,17
2020-03-23,42.0,37.0,89.0,20.0,0.0,21
2020-03-24,53.0,37.0,82.0,17.0,1.44,30
2020-03-25,45.0,41.0,82.0,22.0,0.0,30
2020-03-26,58.0,39.0,71.0,15.0,0.01,21
2020-03-27,67.0,51.0,74.0,13.0,0.0,18
2020-03-28,51.0,45.0,93.0,20.0,0.0,24
2020-03-29,47.0,45.0,93.0,25.0,0.42,20
2020-03-30,49.0,42.0,93.0,14.0,0.01,34
2020-03-31,48.0,41.0,89.0,14.0,0.14,28
2020-04-01,55.0,39.0,70.0,18.0,0.0,26
2020-04-02,58.0,40.0,60.0,30.0,0.0,30
2020-04-03,52.0,46.0,74.0,25.0,0.0,15
2020-04-04,60.0,46.0,86.0,17.0,0.08,25
2020-04-05,62.0,47.0,83.0,12.0,0.0,21
2020-04-06,66.0,48.0,86.0,16.0,0.06,33
2020-04-07,65.0,54.0,62.0,20.0,0.0,19
2020-04-08,62.0,49.0,90.0,15.0,0.23,29
2020-04-09,58.0,48.0,87.0,32.0,0.0,30
2020-04-10,49.0,40.0,73.0,32.0,0.27,39
2020-04-11,55.0,40.0,46.0,20.0,0.0,19
2020-04-12,61.0,44.0,72.0,18.0,0.0,20
2020-04-13,68.0,53.0,94.0,32.0,0.61,37
2020-04-14,59.0,48.0,59.0,23.0,1.11,32
2020-04-15,52.0,43.0,65.0,18.0,0.0,34
2020-04-16,48.0,40.0,58.0,24.0,0.0,44
2020-04-17,50.0,39.0,79.0,17.0,0.0,30
2020-04-18,47.0,42.0,90.0,18.0,0.18,21
2020-04-19,61.0,42.0,51.0,18.0,0.08,22
2020-04-20,57.0,50.0,59.0,13.0,0.0,45
2020-04-21,58.0,41.0,80.0,32.0,0.0,44
2020-04-22,51.0,38.0,49.0,29.0,0.33,34
2020-04-23,49.0,42.0,63.0,13.0,0.0,34
2020-04-24,50.0,43.0,90.0,21.0,0.41,41
2020-04-25,63.0,44.0,86.0,14.0,0.2,28
2020-04-26,50.0,44.0,90.0,30.0,0.0,39
2020-04-27,49.0,41.0,86.0,18.0,0.07,39
2020-04-28,65.0,44.0,71.0,13.0,0.0,38
2020-04-29,57.0,46.0,87.0,18.0,0.0,50
2020-04-30,62.0,49.0,90.0,29.0,0.23,31
2020-05-01,66.0,55.0,93.0,18.0,0.73,44
2020-05-02,72.0,53.0,62.0,17.0,0.14,38
2020-05-03,80.0,55.0,84.0,17.0,0.03,47
2020-05-04,71.0,51.0,58.0,31.0,0.0,47
2020-05-05,63.0,47.0,55.0,20.0,0.0,37
2020-05-06,52.0,47.0,77.0,21.0,0.0,36
2020-05-07,67.0,49.0,69.0,16.0,0.03,54
2020-05-08,58.0,44.0,86.0,22.0,0.0,43
2020-05-09,48.0,36.0,87.0,30.0,0.41,34
2020-05-10,65.0,42.0,45.0,22.0,0.0,33
2020-05-11,59.0,47.0,74.0,33.0,0.0,60
2020-05-12,59.0,45.0,63.0,28.0,0.1,47
2020-05-13,63.0,43.0,64.0,18.0,0.0,50
2020-05-14,65.0,49.0,77.0,17.0,0.0,73
2020-05-15,85.0,59.0,83.0,21.0,0.01,62
2020-05-16,76.0,63.0,75.0,15.0,0.03,33
2020-05-17,68.0,55.0,72.0,17.0,0.0,41
2020-05-18,66.0,55.0,75.0,15.0,0.0,70
2020-05-19,68.0,55.0,80.0,25.0,0.0,80
2020-05-20,64.0,51.0,57.0,18.0,0.0,60
2020-05-21,66.0,48.0,77.0,16.0,0.0,65
2020-05-22,76.0,56.0,88.0,17.0,0.0,59
2020-05-23,66.0,57.0,94.0,23.0,0.01,37
2020-05-24,68.0,52.0,78.0,21.0,0.33,71
2020-05-25,66.0,56.0,90.0,16.0,0.01,69
2020-05-26,76.0,58.0,93.0,13.0,0.0,95
2020-05-27,78.0,60.0,93.0,16.0,0.0,79
2020-05-28,76.0,63.0,94.0,22.0,0.0,79
2020-05-29,81.0,65.0,94.0,21.0,0.0,50
2020-05-30,83.0,66.0,87.0,18.0,0.01,39
2020-05-31,70.0,59.0,51.0,23.0,0.0,35
2020-06-01,72.0,54.0,49.0,17.0,0.0,56
2020-06-02,75.0,63.0,48.0,17.0,0.0,54
2020-06-03,82.0,63.0,84.0,14.0,0.07,50
2020-06-04,88.0,69.0,81.0,15.0,0.12,45
2020-06-05,82.0,69.0,90.0,14.0,0.31,54
2020-06-06,89.0,70.0,91.0,26.0,0.11,38
2020-06-07,77.0,65.0,56.0,20.0,0.1,50
2020-06-08,80.0,64.0,52.0,12.0,0.0,69
2020-06-09,91.0,69.0,53.0,15.0,0.0,64
2020-06-10,84.0,69.0,78.0,20.0,0.0,56
2020-06-11,81.0,70.0,85.0,15.0,0.0,58
2020-06-12,86.0,70.0,85.0,16.0,0.05,63
2020-06-13,76.0,62.0,56.0,15.0,0.0,26
2020-06-14,75.0,55.0,56.0,14.0,0.0,32
2020-06-15,76.0,62.0,67.0,17.0,0.0,94
2020-06-16,79.0,63.0,68.0,15.0,0.0,60
2020-06-17,78.0,63.0,84.0,17.0,0.0,49
2020-06-18,77.0,66.0,88.0,13.0,0.0,73
2020-06-19,85.0,68.0,88.0,20.0,0.0,64
2020-06-20,87.0,73.0,71.0,17.0,0.0,48
2020-06-21,88.0,74.0,73.0,14.0,0.0,48
2020-06-22,93.0,76.0,69.0,18.0,0.0,72
2020-06-23,87.0,76.0,79.0,18.0,0.0,54
2020-06-24,88.0,76.0,79.0,18.0,0.0,54
2020-06-25,88.0,74.0,56.0,21.0,0.0,63
2020-06-26,89.0,73.0,68.0,17.0,0.0,43
2020-06-27,82.0,76.0,76.0,16.0,0.0,39
2020-06-28,91.0,73.0,84.0,17.0,0.25,42
2020-06-29,89.0,73.0,76.0,16.0,0.02,60
2020-06-30,79.0,70.0,76.0,15.0,0.07,83
2020-07-01,83.0,69.0,87.0,17.0,0.0,68
2020-07-02,94.0,70.0,78.0,13.0,0.0,56
2020-07-03,92.0,72.0,88.0,17.0,0.0,56
2020-07-04,86.0,70.0,87.0,13.0,0.36,37
2020-07-05,95.0,74.0,76.0,15.0,0.0,32
2020-07-06,95.0,74.0,78.0,21.0,0.0,62
2020-07-07,81.0,73.0,85.0,15.0,0.05,80
2020-07-08,87.0,78.0,79.0,15.0,0.0,71
2020-07-09,90.0,78.0,77.0,14.0,0.01,79
2020-07-10,79.0,73.0,94.0,26.0,0.0,50
2020-07-11,87.0,75.0,87.0,20.0,2.47,42
2020-07-12,92.0,76.0,64.0,21.0,0.04,52
2020-07-13,89.0,76.0,69.0,15.0,0.05,92
2020-07-14,87.0,74.0,62.0,21.0,0.0,83
2020-07-15,82.0,72.0,81.0,15.0,0.0,81
2020-07-16,79.0,71.0,69.0,15.0,0.0,60
2020-07-17,86.0,71.0,85.0,14.0,0.02,59
2020-07-18,94.0,74.0,87.0,13.0,0.02,34
2020-07-19,96.0,80.0,67.0,18.0,0.0,35
2020-07-20,95.0,84.0,69.0,16.0,0.0,57
2020-07-21,93.0,79.0,60.0,16.0,0.0,55
2020-07-22,94.0,75.0,83.0,36.0,0.05,57
2020-07-23,91.0,76.0,79.0,15.0,0.79,50
2020-07-24,83.0,75.0,82.0,15.0,0.05,49
2020-07-25,91.0,74.0,87.0,15.0,0.26,36
2020-07-26,95.0,80.0,74.0,18.0,0.0,40
2020-07-27,97.0,82.0,51.0,17.0,0.0,76
2020-07-28,96.0,84.0,59.0,16.0,0.0,52
2020-07-29,90.0,79.0,67.0,18.0,0.0,61
2020-07-30,95.0,81.0,58.0,15.0,0.0,63
2020-07-31,84.0,72.0,87.0,24.0,0.57,63
2020-08-01,89.0,74.0,85.0,15.0,0.0,38
2020-08-02,90.0,77.0,82.0,24.0,0.0,46
2020-08-03,92.0,74.0,79.0,37.0,0.0,81
2020-08-04,82.0,74.0,88.0,53.0,0.53,55
2020-08-05,89.0,77.0,74.0,15.0,0.27,56
2020-08-06,82.0,74.0,73.0,10.0,0.0,53
2020-08-07,79.0,71.0,84.0,16.0,0.22,57
2020-08-08,85.0,72.0,84.0,12.0,0.22,44
2020-08-09,88.0,75.0,82.0,18.0,0.0,51
2020-08-10,94.0,79.0,79.0,18.0,0.0,64
2020-08-11,88.0,80.0,79.0,16.0,0.0,59
2020-08-12,90.0,78.0,81.0,23.0,0.0,62
2020-08-13,82.0,76.0,85.0,10.0,1.49,49
2020-08-14,88.0,74.0,85.0,15.0,0.11,60
2020-08-15,85.0,74.0,74.0,18.0,0.0,39
2020-08-16,73.0,69.0,84.0,23.0,0.03,48
2020-08-17,82.0,69.0,84.0,17.0,0.1,71
2020-08-18,85.0,67.0,81.0,20.0,0.97,103
2020-08-19,78.0,70.0,78.0,12.0,0.01,94
2020-08-20,83.0,68.0,70.0,13.0,0.13,69
2020-08-21,87.0,72.0,71.0,16.0,0.0,66
2020-08-22,91.0,77.0,71.0,14.0,0.0,35
2020-08-23,86.0,77.0,74.0,14.0,0.0,47
2020-08-24,93.0,78.0,76.0,15.0,0.0,80
2020-08-25,92.0,71.0,78.0,41.0,0.0,52
2020-08-26,79.0,70.0,57.0,20.0,0.36,74
2020-08-27,94.0,72.0,76.0,30.0,0.05,57
2020-08-28,89.0,76.0,74.0,15.0,0.38,66
2020-08-29,83.0,75.0,84.0,21.0,0.02,38
2020-08-30,81.0,71.0,62.0,25.0,0.01,56
2020-08-31,76.0,67.0,65.0,10.0,0.0,64
2020-09-01,80.0,68.0,90.0,15.0,0.18,70
2020-09-02,81.0,70.0,91.0,14.0,0.0,63
2020-09-03,88.0,75.0,89.0,16.0,0.04,53
2020-09-04,87.0,74.0,85.0,15.0,1.16,45
2020-09-05,81.0,69.0,57.0,13.0,0.0,51
2020-09-06,84.0,70.0,62.0,17.0,0.0,40
2020-09-07,80.0,71.0,70.0,17.0,0.0,32
2020-09-08,84.0,71.0,81.0,12.0,0.0,71
2020-09-09,80.0,72.0,81.0,9.0,0.0,60
2020-09-10,85.0,75.0,91.0,13.0,0.53,65
2020-09-11,78.0,68.0,87.0,15.0,0.96,60
2020-09-12,73.0,63.0,73.0,16.0,0.0,53
2020-09-13,77.0,64.0,79.0,17.0,0.0,33
2020-09-14,77.0,64.0,71.0,21.0,0.0,71
2020-09-15,67.0,55.0,57.0,17.0,0.0,66
2020-09-16,72.0,60.0,67.0,15.0,0.0,47
2020-09-17,77.0,67.0,78.0,12.0,0.0,72
2020-09-18,72.0,59.0,81.0,20.0,0.0,64
2020-09-19,65.0,51.0,50.0,20.0,0.0,35
2020-09-20,64.0,52.0,51.0,21.0,0.0,35
2020-09-21,65.0,52.0,55.0,16.0,0.0,63
2020-09-22,74.0,55.0,62.0,18.0,0.0,45
2020-09-23,80.0,62.0,52.0,18.0,0.0,48
2020-09-24,77.0,66.0,63.0,12.0,0.0,71
2020-09-25,80.0,65.0,78.0,13.0,0.0,66
2020-09-26,77.0,67.0,87.0,15.0,0.0,59
2020-09-27,78.0,70.0,87.0,12.0,0.0,36
2020-09-28,78.0,71.0,90.0,18.0,0.04,71
2020-09-29,74.0,69.0,88.0,22.0,0.0,69
2020-09-30,73.0,63.0,91.0,24.0,1.19,58
2020-10-01,74.0,62.0,72.0,14.0,0.0,62
2020-10-02,67.0,58.0,72.0,14.0,0.02,52
2020-10-03,68.0,55.0,67.0,12.0,0.01,36
2020-10-04,67.0,53.0,72.0,14.0,0.0,38
2020-10-05,68.0,56.0,75.0,10.0,0.0,64
2020-10-06,70.0,59.0,81.0,15.0,0.0,56
2020-10-07,77.0,62.0,75.0,21.0,0.0,57
2020-10-08,64.0,57.0,57.0,22.0,0.02,49
2020-10-09,70.0,55.0,55.0,14.0,0.0,52
2020-10-10,73.0,60.0,75.0,16.0,0.0,33
2020-10-11,69.0,61.0,79.0,17.0,0.0,34
2020-10-12,59.0,52.0,94.0,25.0,0.19,19
2020-10-13,61.0,55.0,94.0,25.0,0.9,59
2020-10-14,71.0,55.0,75.0,15.0,0.13,45
2020-10-15,73.0,58.0,78.0,25.0,0.0,55
2020-10-16,66.0,51.0,90.0,18.0,0.0,40
2020-10-17,61.0,49.0,83.0,18.0,1.46,42
2020-10-18,64.0,50.0,77.0,15.0,0.0,46
2020-10-19,67.0,54.0,84.0,14.0,0.0,71
2020-10-20,72.0,60.0,94.0,12.0,0.01,73
2020-10-21,71.0,62.0,94.0,12.0,0.0,69
2020-10-22,69.0,65.0,90.0,7.0,0.0,71
2020-10-23,70.0,64.0,93.0,10.0,0.0,61
2020-10-24,70.0,52.0,80.0,20.0,0.0,26
2020-10-25,54.0,47.0,83.0,16.0,0.0,42
2020-10-26,59.0,53.0,94.0,16.0,0.02,55
2020-10-27,60.0,54.0,97.0,15.0,0.03,57
2020-10-28,59.0,53.0,97.0,10.0,0.05,64
2020-10-29,58.0,47.0,92.0,26.0,0.11,45
2020-10-30,47.0,39.0,90.0,22.0,1.99,45
2020-10-31,47.0,35.0,78.0,13.0,0.22,34
2020-11-01,56.0,45.0,89.0,28.0,0.0,24
2020-11-02,46.0,40.0,55.0,33.0,0.43,43
2020-11-03,55.0,42.0,56.0,24.0,0.0,35
2020-11-04,63.0,42.0,67.0,13.0,0.0,35
2020-11-05,70.0,52.0,90.0,14.0,0.0,46
2020-11-06,72.0,57.0,78.0,13.0,0.0,43
2020-11-07,76.0,57.0,62.0,10.0,0.0,18
2020-11-08,0.0,0.0,0.0,0.0,0.0,39
2020-11-09,77.0,61.0,78.0,12.0,0.0,47
2020-11-10,75.0,59.0,83.0,14.0,0.0,49
2020-11-11,70.0,62.0,90.0,12.0,0.0,59
2020-11-12,69.0,48.0,93.0,20.0,0.77,43
2020-11-13,52.0,48.0,93.0,14.0,0.18,36
2020-11-14,53.0,45.0,61.0,20.0,0.12,30
2020-11-15,64.0,42.0,78.0,46.0,0.0,17
2020-11-16,56.0,49.0,46.0,24.0,0.13,46
2020-11-17,50.0,39.0,59.0,25.0,0.0,48
2020-11-18,38.0,33.0,57.0,31.0,0.0,36
2020-11-19,50.0,33.0,52.0,16.0,0.0,34
2020-11-20,64.0,47.0,54.0,16.0,0.0,29
2020-11-21,65.0,51.0,52.0,15.0,0.0,26
2020-11-22,60.0,46.0,84.0,18.0,0.0,40
2020-11-23,61.0,45.0,90.0,31.0,0.5,41
2020-11-24,50.0,44.0,56.0,17.0,0.18,41
2020-11-25,55.0,46.0,74.0,14.0,0.0,36
2020-11-26,66.0,54.0,87.0,14.0,0.67,26
2020-11-27,63.0,53.0,69.0,13.0,0.21,38
2020-11-28,57.0,47.0,61.0,16.0,0.0,31
2020-11-29,56.0,42.0,55.0,10.0,0.0,36
2020-11-30,65.0,49.0,87.0,31.0,0.0,36
2020-12-01,60.0,40.0,88.0,24.0,1.23,46
2020-12-02,45.0,39.0,56.0,21.0,0.0,42
2020-12-03,51.0,38.0,57.0,16.0,0.0,36
2020-12-04,53.0,47.0,80.0,15.0,0.0,30
2020-12-05,48.0,41.0,86.0,25.0,0.76,24
2020-12-06,42.0,36.0,55.0,28.0,0.38,12
2020-12-07,42.0,34.0,59.0,18.0,0.0,42
2020-12-08,38.0,32.0,64.0,20.0,0.0,22
2020-12-09,40.0,34.0,79.0,17.0,0.0,53
2020-12-10,50.0,39.0,68.0,18.0,0.02,26
2020-12-11,55.0,40.0,71.0,13.0,0.0,34
2020-12-12,56.0,44.0,90.0,10.0,0.0,41
2020-12-13,62.0,49.0,80.0,24.0,0.0,30
2020-12-14,47.0,39.0,81.0,18.0,0.0,53
2020-12-15,41.0,32.0,50.0,22.0,0.23,43
2020-12-16,33.0,28.0,89.0,35.0,0.0,23
2020-12-17,34.0,26.0,96.0,36.0,0.65,22
2020-12-18,33.0,27.0,67.0,16.0,0.04,25
2020-12-19,34.0,25.0,66.0,14.0,0.0,19
2020-12-20,40.0,33.0,86.0,9.0,0.0,26
2020-12-21,48.0,38.0,86.0,13.0,0.01,38
2020-12-22,47.0,40.0,79.0,23.0,0.0,36
2020-12-23,45.0,39.0,68.0,16.0,0.0,27
2020-12-24,62.0,43.0,86.0,28.0,0.0,16
2020-12-25,63.0,32.0,87.0,36.0,0.69,12
2020-12-26,34.0,26.0,56.0,22.0,0.22,24
2020-12-27,40.0,27.0,61.0,13.0,0.0,21
2020-12-28,51.0,37.0,74.0,17.0,0.0,41
2020-12-29,44.0,33.0,51.0,23.0,0.0,28
2020-12-30,45.0,31.0,56.0,17.0,0.0,48
2020-12-31,50.0,38.0,83.0,17.0,0.1,26
